UniteM Bin ID	Contig ID	No. Matched Bins	No. Unmatched Bins	No. Degenerate Bins	No. Unbinned	maxbin_ms107	maxbin_ms40	metabat2	metabat_specific	metabat_superspecific	metabat_verysensitive
MAG5	5498e568-6918-4000-b27e-dbeff35eeee7_2095	1	5	0	0	unmatched,max107.005,81.2,1.2	unmatched,max40.006,81.2,1.2	unmatched,mb2.2,69.4,0.0	unmatched,mb_specific.5,96.5,0.0	matched,mb_superspecific.5,96.5,0.0	unmatched,mb_verysensitive.5,98.8,1.2
MAG5	5498e568-6918-4000-b27e-dbeff35eeee7_1369	1	5	0	0	unmatched,max107.005,81.2,1.2	unmatched,max40.006,81.2,1.2	unmatched,mb2.2,69.4,0.0	unmatched,mb_specific.5,96.5,0.0	matched,mb_superspecific.5,96.5,0.0	unmatched,mb_verysensitive.5,98.8,1.2
MAG5	5498e568-6918-4000-b27e-dbeff35eeee7_2240	1	5	0	0	unmatched,max107.005,81.2,1.2	unmatched,max40.006,81.2,1.2	unmatched,mb2.2,69.4,0.0	unmatched,mb_specific.5,96.5,0.0	matched,mb_superspecific.5,96.5,0.0	unmatched,mb_verysensitive.5,98.8,1.2
MAG5	5498e568-6918-4000-b27e-dbeff35eeee7_1615	1	5	0	0	unmatched,max107.005,81.2,1.2	unmatched,max40.006,81.2,1.2	unmatched,mb2.2,69.4,0.0	unmatched,mb_specific.5,96.5,0.0	matched,mb_superspecific.5,96.5,0.0	unmatched,mb_verysensitive.5,98.8,1.2
MAG5	5498e568-6918-4000-b27e-dbeff35eeee7_2937	1	5	0	0	unmatched,max107.005,81.2,1.2	unmatched,max40.006,81.2,1.2	unmatched,mb2.2,69.4,0.0	unmatched,mb_specific.5,96.5,0.0	matched,mb_superspecific.5,96.5,0.0	unmatched,mb_verysensitive.5,98.8,1.2
MAG5	5498e568-6918-4000-b27e-dbeff35eeee7_488	1	5	0	0	unmatched,max107.005,81.2,1.2	unmatched,max40.006,81.2,1.2	unmatched,mb2.2,69.4,0.0	unmatched,mb_specific.5,96.5,0.0	matched,mb_superspecific.5,96.5,0.0	unmatched,mb_verysensitive.5,98.8,1.2
MAG5	5498e568-6918-4000-b27e-dbeff35eeee7_3110	1	5	0	0	unmatched,max107.005,81.2,1.2	unmatched,max40.006,81.2,1.2	unmatched,mb2.2,69.4,0.0	unmatched,mb_specific.5,96.5,0.0	matched,mb_superspecific.5,96.5,0.0	unmatched,mb_verysensitive.5,98.8,1.2
MAG5	5498e568-6918-4000-b27e-dbeff35eeee7_64	1	5	0	0	unmatched,max107.005,81.2,1.2	unmatched,max40.006,81.2,1.2	unmatched,mb2.2,69.4,0.0	unmatched,mb_specific.5,96.5,0.0	matched,mb_superspecific.5,96.5,0.0	unmatched,mb_verysensitive.5,98.8,1.2
MAG5	5498e568-6918-4000-b27e-dbeff35eeee7_260	1	5	0	0	unmatched,max107.005,81.2,1.2	unmatched,max40.006,81.2,1.2	unmatched,mb2.2,69.4,0.0	unmatched,mb_specific.5,96.5,0.0	matched,mb_superspecific.5,96.5,0.0	unmatched,mb_verysensitive.5,98.8,1.2
MAG5	5498e568-6918-4000-b27e-dbeff35eeee7_2942	1	5	0	0	unmatched,max107.005,81.2,1.2	unmatched,max40.006,81.2,1.2	unmatched,mb2.2,69.4,0.0	unmatched,mb_specific.5,96.5,0.0	matched,mb_superspecific.5,96.5,0.0	unmatched,mb_verysensitive.5,98.8,1.2
MAG5	5498e568-6918-4000-b27e-dbeff35eeee7_1504	1	5	0	0	unmatched,max107.005,81.2,1.2	unmatched,max40.006,81.2,1.2	unmatched,mb2.2,69.4,0.0	unmatched,mb_specific.5,96.5,0.0	matched,mb_superspecific.5,96.5,0.0	unmatched,mb_verysensitive.5,98.8,1.2
MAG5	5498e568-6918-4000-b27e-dbeff35eeee7_3018	1	5	0	0	unmatched,max107.005,81.2,1.2	unmatched,max40.006,81.2,1.2	unmatched,mb2.2,69.4,0.0	unmatched,mb_specific.5,96.5,0.0	matched,mb_superspecific.5,96.5,0.0	unmatched,mb_verysensitive.5,98.8,1.2
MAG5	5498e568-6918-4000-b27e-dbeff35eeee7_909	1	5	0	0	unmatched,max107.005,81.2,1.2	unmatched,max40.006,81.2,1.2	unmatched,mb2.2,69.4,0.0	unmatched,mb_specific.5,96.5,0.0	matched,mb_superspecific.5,96.5,0.0	unmatched,mb_verysensitive.5,98.8,1.2
MAG5	5498e568-6918-4000-b27e-dbeff35eeee7_546	1	5	0	0	unmatched,max107.005,81.2,1.2	unmatched,max40.006,81.2,1.2	unmatched,mb2.2,69.4,0.0	unmatched,mb_specific.5,96.5,0.0	matched,mb_superspecific.5,96.5,0.0	unmatched,mb_verysensitive.5,98.8,1.2
MAG5	5498e568-6918-4000-b27e-dbeff35eeee7_1424	1	5	0	0	unmatched,max107.005,81.2,1.2	unmatched,max40.006,81.2,1.2	unmatched,mb2.2,69.4,0.0	unmatched,mb_specific.5,96.5,0.0	matched,mb_superspecific.5,96.5,0.0	unmatched,mb_verysensitive.5,98.8,1.2
MAG5	5498e568-6918-4000-b27e-dbeff35eeee7_3091	1	5	0	0	unmatched,max107.005,81.2,1.2	unmatched,max40.006,81.2,1.2	unmatched,mb2.2,69.4,0.0	unmatched,mb_specific.5,96.5,0.0	matched,mb_superspecific.5,96.5,0.0	unmatched,mb_verysensitive.5,98.8,1.2
MAG5	5498e568-6918-4000-b27e-dbeff35eeee7_1599	1	5	0	0	unmatched,max107.005,81.2,1.2	unmatched,max40.006,81.2,1.2	unmatched,mb2.2,69.4,0.0	unmatched,mb_specific.5,96.5,0.0	matched,mb_superspecific.5,96.5,0.0	unmatched,mb_verysensitive.5,98.8,1.2
MAG5	5498e568-6918-4000-b27e-dbeff35eeee7_1678	1	5	0	0	unmatched,max107.005,81.2,1.2	unmatched,max40.006,81.2,1.2	unmatched,mb2.2,69.4,0.0	unmatched,mb_specific.5,96.5,0.0	matched,mb_superspecific.5,96.5,0.0	unmatched,mb_verysensitive.5,98.8,1.2
MAG5	5498e568-6918-4000-b27e-dbeff35eeee7_1825	1	5	0	0	unmatched,max107.005,81.2,1.2	unmatched,max40.006,81.2,1.2	unmatched,mb2.2,69.4,0.0	unmatched,mb_specific.5,96.5,0.0	matched,mb_superspecific.5,96.5,0.0	unmatched,mb_verysensitive.5,98.8,1.2
MAG5	5498e568-6918-4000-b27e-dbeff35eeee7_597	1	5	0	0	unmatched,max107.005,81.2,1.2	unmatched,max40.006,81.2,1.2	unmatched,mb2.2,69.4,0.0	unmatched,mb_specific.5,96.5,0.0	matched,mb_superspecific.5,96.5,0.0	unmatched,mb_verysensitive.5,98.8,1.2
MAG5	5498e568-6918-4000-b27e-dbeff35eeee7_1208	1	5	0	0	unmatched,max107.005,81.2,1.2	unmatched,max40.006,81.2,1.2	unmatched,mb2.2,69.4,0.0	unmatched,mb_specific.5,96.5,0.0	matched,mb_superspecific.5,96.5,0.0	unmatched,mb_verysensitive.5,98.8,1.2
MAG5	5498e568-6918-4000-b27e-dbeff35eeee7_1331	1	5	0	0	unmatched,max107.005,81.2,1.2	unmatched,max40.006,81.2,1.2	unmatched,mb2.2,69.4,0.0	unmatched,mb_specific.5,96.5,0.0	matched,mb_superspecific.5,96.5,0.0	unmatched,mb_verysensitive.5,98.8,1.2
MAG5	5498e568-6918-4000-b27e-dbeff35eeee7_792	1	5	0	0	unmatched,max107.005,81.2,1.2	unmatched,max40.006,81.2,1.2	unmatched,mb2.2,69.4,0.0	unmatched,mb_specific.5,96.5,0.0	matched,mb_superspecific.5,96.5,0.0	unmatched,mb_verysensitive.5,98.8,1.2
MAG5	5498e568-6918-4000-b27e-dbeff35eeee7_1574	1	5	0	0	unmatched,max107.005,81.2,1.2	unmatched,max40.006,81.2,1.2	unmatched,mb2.2,69.4,0.0	unmatched,mb_specific.5,96.5,0.0	matched,mb_superspecific.5,96.5,0.0	unmatched,mb_verysensitive.5,98.8,1.2
MAG5	5498e568-6918-4000-b27e-dbeff35eeee7_2864	1	5	0	0	unmatched,max107.005,81.2,1.2	unmatched,max40.006,81.2,1.2	unmatched,mb2.2,69.4,0.0	unmatched,mb_specific.5,96.5,0.0	matched,mb_superspecific.5,96.5,0.0	unmatched,mb_verysensitive.5,98.8,1.2
MAG5	5498e568-6918-4000-b27e-dbeff35eeee7_1436	1	5	0	0	unmatched,max107.005,81.2,1.2	unmatched,max40.006,81.2,1.2	unmatched,mb2.2,69.4,0.0	unmatched,mb_specific.5,96.5,0.0	matched,mb_superspecific.5,96.5,0.0	unmatched,mb_verysensitive.5,98.8,1.2
MAG5	5498e568-6918-4000-b27e-dbeff35eeee7_1139	1	5	0	0	unmatched,max107.005,81.2,1.2	unmatched,max40.006,81.2,1.2	unmatched,mb2.2,69.4,0.0	unmatched,mb_specific.5,96.5,0.0	matched,mb_superspecific.5,96.5,0.0	unmatched,mb_verysensitive.5,98.8,1.2
MAG5	5498e568-6918-4000-b27e-dbeff35eeee7_2945	1	5	0	0	unmatched,max107.005,81.2,1.2	unmatched,max40.006,81.2,1.2	unmatched,mb2.2,69.4,0.0	unmatched,mb_specific.5,96.5,0.0	matched,mb_superspecific.5,96.5,0.0	unmatched,mb_verysensitive.5,98.8,1.2
MAG5	5498e568-6918-4000-b27e-dbeff35eeee7_467	1	5	0	0	unmatched,max107.005,81.2,1.2	unmatched,max40.006,81.2,1.2	unmatched,mb2.2,69.4,0.0	unmatched,mb_specific.5,96.5,0.0	matched,mb_superspecific.5,96.5,0.0	unmatched,mb_verysensitive.5,98.8,1.2
MAG5	5498e568-6918-4000-b27e-dbeff35eeee7_2975	1	5	0	0	unmatched,max107.005,81.2,1.2	unmatched,max40.006,81.2,1.2	unmatched,mb2.2,69.4,0.0	unmatched,mb_specific.5,96.5,0.0	matched,mb_superspecific.5,96.5,0.0	unmatched,mb_verysensitive.5,98.8,1.2
MAG5	5498e568-6918-4000-b27e-dbeff35eeee7_1346	1	5	0	0	unmatched,max107.005,81.2,1.2	unmatched,max40.006,81.2,1.2	unmatched,mb2.2,69.4,0.0	unmatched,mb_specific.5,96.5,0.0	matched,mb_superspecific.5,96.5,0.0	unmatched,mb_verysensitive.5,98.8,1.2
MAG5	5498e568-6918-4000-b27e-dbeff35eeee7_3034	1	5	0	0	unmatched,max107.005,81.2,1.2	unmatched,max40.006,81.2,1.2	unmatched,mb2.2,69.4,0.0	unmatched,mb_specific.5,96.5,0.0	matched,mb_superspecific.5,96.5,0.0	unmatched,mb_verysensitive.5,98.8,1.2
MAG5	5498e568-6918-4000-b27e-dbeff35eeee7_3033	1	5	0	0	unmatched,max107.005,81.2,1.2	unmatched,max40.006,81.2,1.2	unmatched,mb2.2,69.4,0.0	unmatched,mb_specific.5,96.5,0.0	matched,mb_superspecific.5,96.5,0.0	unmatched,mb_verysensitive.5,98.8,1.2
MAG5	5498e568-6918-4000-b27e-dbeff35eeee7_132	1	5	0	0	unmatched,max107.005,81.2,1.2	unmatched,max40.006,81.2,1.2	unmatched,mb2.2,69.4,0.0	unmatched,mb_specific.5,96.5,0.0	matched,mb_superspecific.5,96.5,0.0	unmatched,mb_verysensitive.5,98.8,1.2
MAG5	5498e568-6918-4000-b27e-dbeff35eeee7_2953	1	3	1	1	degenerate,max107.006,95.3,23.5	unbinned	unmatched,mb2.2,69.4,0.0	unmatched,mb_specific.5,96.5,0.0	matched,mb_superspecific.5,96.5,0.0	unmatched,mb_verysensitive.5,98.8,1.2
MAG5	5498e568-6918-4000-b27e-dbeff35eeee7_926	1	5	0	0	unmatched,max107.005,81.2,1.2	unmatched,max40.006,81.2,1.2	unmatched,mb2.2,69.4,0.0	unmatched,mb_specific.5,96.5,0.0	matched,mb_superspecific.5,96.5,0.0	unmatched,mb_verysensitive.5,98.8,1.2
MAG5	5498e568-6918-4000-b27e-dbeff35eeee7_1502	1	2	2	1	degenerate,max107.006,95.3,23.5	degenerate,max40.008,1.2,0.0	unmatched,mb2.2,69.4,0.0	unmatched,mb_specific.5,96.5,0.0	matched,mb_superspecific.5,96.5,0.0	unbinned
MAG5	5498e568-6918-4000-b27e-dbeff35eeee7_834	1	5	0	0	unmatched,max107.005,81.2,1.2	unmatched,max40.006,81.2,1.2	unmatched,mb2.2,69.4,0.0	unmatched,mb_specific.5,96.5,0.0	matched,mb_superspecific.5,96.5,0.0	unmatched,mb_verysensitive.5,98.8,1.2
MAG5	5498e568-6918-4000-b27e-dbeff35eeee7_694	1	5	0	0	unmatched,max107.005,81.2,1.2	unmatched,max40.006,81.2,1.2	unmatched,mb2.2,69.4,0.0	unmatched,mb_specific.5,96.5,0.0	matched,mb_superspecific.5,96.5,0.0	unmatched,mb_verysensitive.5,98.8,1.2
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_3064	1	5	0	0	unmatched,max107.003,100.0,2.4	unmatched,max40.005,100.0,2.4	unmatched,mb2.6,100.0,2.4	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_497	1	5	0	0	unmatched,max107.003,100.0,2.4	unmatched,max40.005,100.0,2.4	unmatched,mb2.6,100.0,2.4	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_502	1	5	0	0	unmatched,max107.003,100.0,2.4	unmatched,max40.005,100.0,2.4	unmatched,mb2.6,100.0,2.4	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_1552	1	5	0	0	unmatched,max107.003,100.0,2.4	unmatched,max40.005,100.0,2.4	unmatched,mb2.6,100.0,2.4	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_370	1	5	0	0	unmatched,max107.003,100.0,2.4	unmatched,max40.005,100.0,2.4	unmatched,mb2.6,100.0,2.4	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_2654	1	5	0	0	unmatched,max107.003,100.0,2.4	unmatched,max40.005,100.0,2.4	unmatched,mb2.6,100.0,2.4	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_709	1	5	0	0	unmatched,max107.003,100.0,2.4	unmatched,max40.005,100.0,2.4	unmatched,mb2.6,100.0,2.4	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_1205	1	5	0	0	unmatched,max107.003,100.0,2.4	unmatched,max40.005,100.0,2.4	unmatched,mb2.6,100.0,2.4	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_1463	1	5	0	0	unmatched,max107.003,100.0,2.4	unmatched,max40.005,100.0,2.4	unmatched,mb2.6,100.0,2.4	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_2396	1	5	0	0	unmatched,max107.003,100.0,2.4	unmatched,max40.005,100.0,2.4	unmatched,mb2.6,100.0,2.4	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_1050	1	5	0	0	unmatched,max107.003,100.0,2.4	unmatched,max40.005,100.0,2.4	unmatched,mb2.6,100.0,2.4	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_1295	1	5	0	0	unmatched,max107.003,100.0,2.4	unmatched,max40.005,100.0,2.4	unmatched,mb2.6,100.0,2.4	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_1144	1	5	0	0	unmatched,max107.003,100.0,2.4	unmatched,max40.005,100.0,2.4	unmatched,mb2.6,100.0,2.4	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_2290	1	5	0	0	unmatched,max107.003,100.0,2.4	unmatched,max40.005,100.0,2.4	unmatched,mb2.6,100.0,2.4	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_1518	1	5	0	0	unmatched,max107.003,100.0,2.4	unmatched,max40.005,100.0,2.4	unmatched,mb2.6,100.0,2.4	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_1597	1	5	0	0	unmatched,max107.003,100.0,2.4	unmatched,max40.005,100.0,2.4	unmatched,mb2.6,100.0,2.4	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_148	1	5	0	0	unmatched,max107.003,100.0,2.4	unmatched,max40.005,100.0,2.4	unmatched,mb2.6,100.0,2.4	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_2440	1	5	0	0	unmatched,max107.003,100.0,2.4	unmatched,max40.005,100.0,2.4	unmatched,mb2.6,100.0,2.4	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_97	1	5	0	0	unmatched,max107.003,100.0,2.4	unmatched,max40.005,100.0,2.4	unmatched,mb2.6,100.0,2.4	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_1985	1	5	0	0	unmatched,max107.003,100.0,2.4	unmatched,max40.005,100.0,2.4	unmatched,mb2.6,100.0,2.4	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_3072	1	5	0	0	unmatched,max107.003,100.0,2.4	unmatched,max40.005,100.0,2.4	unmatched,mb2.6,100.0,2.4	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_2046	1	5	0	0	unmatched,max107.003,100.0,2.4	unmatched,max40.005,100.0,2.4	unmatched,mb2.6,100.0,2.4	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_1273	1	5	0	0	unmatched,max107.003,100.0,2.4	unmatched,max40.005,100.0,2.4	unmatched,mb2.6,100.0,2.4	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_1915	1	5	0	0	unmatched,max107.003,100.0,2.4	unmatched,max40.005,100.0,2.4	unmatched,mb2.6,100.0,2.4	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_1774	1	5	0	0	unmatched,max107.003,100.0,2.4	unmatched,max40.005,100.0,2.4	unmatched,mb2.6,100.0,2.4	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_2627	1	5	0	0	unmatched,max107.003,100.0,2.4	unmatched,max40.005,100.0,2.4	unmatched,mb2.6,100.0,2.4	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_1400	1	5	0	0	unmatched,max107.003,100.0,2.4	unmatched,max40.005,100.0,2.4	unmatched,mb2.6,100.0,2.4	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_403	1	5	0	0	unmatched,max107.003,100.0,2.4	unmatched,max40.005,100.0,2.4	unmatched,mb2.6,100.0,2.4	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_704	1	5	0	0	unmatched,max107.003,100.0,2.4	unmatched,max40.005,100.0,2.4	unmatched,mb2.6,100.0,2.4	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_1069	1	5	0	0	unmatched,max107.003,100.0,2.4	unmatched,max40.005,100.0,2.4	unmatched,mb2.6,100.0,2.4	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_1879	1	5	0	0	unmatched,max107.003,100.0,2.4	unmatched,max40.005,100.0,2.4	unmatched,mb2.6,100.0,2.4	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_1827	1	5	0	0	unmatched,max107.003,100.0,2.4	unmatched,max40.005,100.0,2.4	unmatched,mb2.6,100.0,2.4	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_936	1	5	0	0	unmatched,max107.003,100.0,2.4	unmatched,max40.005,100.0,2.4	unmatched,mb2.6,100.0,2.4	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_611	1	5	0	0	unmatched,max107.003,100.0,2.4	unmatched,max40.005,100.0,2.4	unmatched,mb2.6,100.0,2.4	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_2736	1	5	0	0	unmatched,max107.003,100.0,2.4	unmatched,max40.005,100.0,2.4	unmatched,mb2.6,100.0,2.4	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_765	1	5	0	0	unmatched,max107.003,100.0,2.4	unmatched,max40.005,100.0,2.4	unmatched,mb2.6,100.0,2.4	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_625	1	5	0	0	unmatched,max107.003,100.0,2.4	unmatched,max40.005,100.0,2.4	unmatched,mb2.6,100.0,2.4	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_2499	1	5	0	0	unmatched,max107.003,100.0,2.4	unmatched,max40.005,100.0,2.4	unmatched,mb2.6,100.0,2.4	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_74	1	3	0	2	unmatched,max107.006,95.3,5.9	unbinned	unbinned	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_1084	1	5	0	0	unmatched,max107.003,100.0,2.4	unmatched,max40.005,100.0,2.4	unmatched,mb2.6,100.0,2.4	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_1801	1	5	0	0	unmatched,max107.003,100.0,2.4	unmatched,max40.005,100.0,2.4	unmatched,mb2.6,100.0,2.4	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_1876	1	5	0	0	unmatched,max107.003,100.0,2.4	unmatched,max40.005,100.0,2.4	unmatched,mb2.6,100.0,2.4	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_2269	1	5	0	0	unmatched,max107.003,100.0,2.4	unmatched,max40.005,100.0,2.4	unmatched,mb2.6,100.0,2.4	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_2851	1	5	0	0	unmatched,max107.003,100.0,2.4	unmatched,max40.005,100.0,2.4	unmatched,mb2.6,100.0,2.4	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_956	1	5	0	0	unmatched,max107.003,100.0,2.4	unmatched,max40.005,100.0,2.4	unmatched,mb2.6,100.0,2.4	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_1661	1	5	0	0	unmatched,max107.003,100.0,2.4	unmatched,max40.005,100.0,2.4	unmatched,mb2.6,100.0,2.4	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
MAG6	5498e568-6918-4000-b27e-dbeff35eeee7_3103	1	5	0	0	unmatched,max107.003,100.0,2.4	unmatched,max40.005,100.0,2.4	unmatched,mb2.6,100.0,2.4	matched,mb_specific.2,100.0,2.4	unmatched,mb_superspecific.1,100.0,2.4	unmatched,mb_verysensitive.2,100.0,2.4
